(?b <http://schema.org/containedInPlace> yago:_Q3564604) ^ (?c <http://schema.org/containsPlace> yago:Vsetín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 3.2222222222222223, lift: 31.485714285714288, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 18
(?c <http://schema.org/containsPlace> ?b) ^ (?c <http://schema.org/containsPlace> yago:Kolín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.2878787878787879, lift: 2.89572192513369, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 198
(?c <http://schema.org/containsPlace> yago:Nymburk_District) ^ (?c <http://schema.org/containsPlace> ?b) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.2878787878787879, lift: 2.89572192513369, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 198
(?d <http://schema.org/hasOccupation> yago:Writer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.2948717948717949, lift: 2.8608837970540097, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 234
(?c schema:elevation <http://www.wikidata.org/value/b8becb4c085aded8ff01269325bcbbda>) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.2828282828282828, lift: 2.844919786096257, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 198
(?d <http://schema.org/sameAs> "https://gl.wikipedia.org/wiki/Parque_Nacional_%C5%A0umava") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.28174603174603174, lift: 2.8340336134453783, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 252
(?d <http://schema.org/knowsLanguage> yago:Polish_language) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.2896825396825397, lift: 2.8306122448979596, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 252
(?d <http://schema.org/memberOf> yago:All-Germany_Party_Q1516101) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 63, headCoverage: 0.006578947368421052, confidence: 0.2916666666666667, lift: 2.8297872340425534, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 216
(?d <http://schema.org/nationality> yago:Germany) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.2828282828282828, lift: 2.7636363636363637, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 198
(?d <http://schema.org/nationality> yago:United_Kingdom) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 85, headCoverage: 0.008876357560568086, confidence: 0.2777777777777778, lift: 2.7536231884057973, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 306
(?d <http://schema.org/hasOccupation> yago:Writer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 65, headCoverage: 0.006787802840434419, confidence: 0.2777777777777778, lift: 2.7536231884057973, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 234
(?d <http://schema.org/deathPlace> yago:Würzburg) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.28205128205128205, lift: 2.7364975450081834, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 234
(?d <http://schema.org/award> yago:Ritter-von-Gerstner_Medal_Q2155055) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.2698412698412698, lift: 2.6749482401656315, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 252
(?d <http://schema.org/sameAs> "https://en.wikipedia.org/wiki/D5_motorway_(Czech_Republic)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.2631578947368421, lift: 2.6470588235294117, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/award> <http://yago-knowledge.org/resource/Knight's_Cross_of_the_Iron_Cross>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 93, headCoverage: 0.009711779448621553, confidence: 0.2719298245614035, lift: 2.638297872340426, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 342
(?d <http://schema.org/nationality> yago:United_Kingdom) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 83, headCoverage: 0.00866750208855472, confidence: 0.27124183006535946, lift: 2.6316228619107216, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 306
(?d <http://schema.org/givenName> yago:Ignaz) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.26495726495726496, lift: 2.626532887402453, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 234
(?d <http://schema.org/hasOccupation> yago:Writer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.2606837606837607, lift: 2.5472527472527475, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 234
(?d <http://schema.org/deathDate> "1942") ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.2604166666666667, lift: 2.5446428571428577, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 288
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Marian_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.2619047619047619, lift: 2.541033434650456, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 252
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Karel_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.25, lift: 2.514705882352941, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
(?d <http://schema.org/memberOf> yago:HC_Litvínov) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 81, headCoverage: 0.008458646616541353, confidence: 0.25, lift: 2.4782608695652177, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 324
(?d <http://schema.org/award> yago:Wilhelm_Exner_Medal) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.25, lift: 2.4782608695652177, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 216
(?d <http://schema.org/award> yago:Wilhelm_Exner_Medal) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.25462962962962965, lift: 2.4704491725768323, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 216
(?d <http://schema.org/memberOf> yago:HC_Sparta_Praha) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.24358974358974358, lift: 2.4502262443438916, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 234
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/Kammweg_(1904)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 63, headCoverage: 0.006578947368421052, confidence: 0.25, lift: 2.442857142857143, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 252
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Werner_(name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.25, lift: 2.425531914893617, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 216
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/German_People's_Party_(Austria)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.24358974358974358, lift: 2.4147157190635453, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 234
(?d <http://schema.org/givenName> yago:Georg_Q1985538) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.23703703703703705, lift: 2.3497584541062806, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 270
(?d <http://schema.org/familyName> yago:Berger_Q1260304) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.24206349206349206, lift: 2.348530901722391, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 252
(?d <http://schema.org/sameAs> "https://cs.wikipedia.org/wiki/Silnice_I/20") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.23202614379084968, lift: 2.3339100346020762, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> yago:Christian_Social_Union_in_Bavaria) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 77, headCoverage: 0.00804093567251462, confidence: 0.23765432098765432, lift: 2.30575256107171, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 324
(?d <http://schema.org/foundingDate> "1996-07-26") ^ (?d <http://schema.org/parentOrganization> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.22875816993464052, lift: 2.301038062283737, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/sameAs> "https://en.wikipedia.org/wiki/D5_motorway_(Czech_Republic)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.22807017543859648, lift: 2.2941176470588234, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/birthPlace> yago:Zlín) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.22962962962962963, lift: 2.2929440389294404, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 270
(?d <http://schema.org/foundingDate> "2001-06-21") ^ (?d <http://schema.org/parentOrganization> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.23504273504273504, lift: 2.2804146208401526, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 234
(?d <http://schema.org/sport> yago:Floorball) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.22875816993464052, lift: 2.26768968456948, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 306
(?d <http://schema.org/geo> <geo:49.54207161517495,14.174652510181376>) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.21929824561403508, lift: 2.2058823529411766, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/memberOf> yago:_Q15805430) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 88, headCoverage: 0.009189640768588136, confidence: 0.2222222222222222, lift: 2.2028985507246377, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Leo_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 72, headCoverage: 0.007518796992481203, confidence: 0.2222222222222222, lift: 2.2028985507246377, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 324
(?d <http://schema.org/givenName> yago:Helmut) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.2222222222222222, lift: 2.2028985507246377, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/Christian_Social_Party_(Austria)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.2222222222222222, lift: 2.2028985507246377, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 306
(?d <http://schema.org/award> yago:Order_of_Glory_Third_Class_Q18601689) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.2222222222222222, lift: 2.2028985507246377, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 252
(?d <http://schema.org/foundingDate> "2001-09-18") ^ (?d <http://schema.org/parentOrganization> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.21895424836601307, lift: 2.20242214532872, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
